Count,Country
6153680,FI
4636311,US
2660699,NL
2554748,NO
2150940,DK
622924,ZA
618689,CA
509184,SE
336209,PT
297383,ES
228995,BR
207797,NZ
192729,BE
141628,DE
127309,GB
100320,KE
88933,CO
63307,FR
44558,AT
23948,MG
17280,NG
16697,TW
13923,ZM
12249,IE
10528,GR
10137,CL
9136,GF
8572,LU
8386,UA
7865,BJ
7098,PR
5743,CM
4118,RU
3348,UG
3120,MZ
2835,PK
2771,AU
2760,SR
2290,ZW
1564,EE
1480,GY
1350,LR
1148,BI
1085,KR
1081,BW
1000,BZ
932,
833,AR
167,JP
144,VE
124,TZ
86,JM
61,BG
59,MW
2,SO
